"Time","Current"
4.710,0.0081
4.715,0.0066
4.720,0.0066
4.725,0.0063
4.730,0.0078
4.735,0.0066
4.740,0.0066
4.745,0.0063
4.750,0.0075
4.755,0.0063
4.760,0.0063
4.765,0.0057
4.770,0.0075
4.775,0.0066
4.780,0.0066
4.785,0.0063
4.790,0.0078
4.795,0.0066
4.800,0.0063
4.805,0.0066
4.810,0.0078
4.815,0.0063
4.820,0.0066
4.825,0.0066
4.830,0.0084
4.835,0.0069
4.840,0.0066
4.845,0.0069
4.850,0.0081
4.855,0.0069
4.860,0.0072
4.865,0.0072
4.870,0.0087
4.875,0.0069
4.880,0.0066
4.885,0.0069
4.890,0.0081
4.895,0.0066
4.900,0.0066
4.905,0.0063
4.910,0.0078
4.915,0.0060
4.920,0.0060
4.925,0.0057
4.930,0.0069
4.935,0.0060
4.940,0.0057
4.945,0.0054
4.950,0.0069
4.955,0.0054
4.960,0.0057
4.965,0.0054
4.970,0.0066
4.975,0.0051
4.980,0.0054
4.985,0.0057
4.990,0.0066
4.995,0.0057
5.000,0.0060
5.005,0.0066
5.010,0.0087
5.015,0.0069
5.020,0.0078
5.025,0.0081
5.030,0.0102
5.035,0.0096
5.040,0.0102
5.045,0.0102
5.050,0.0126
5.055,0.0120
5.060,0.0126
5.065,0.0132
5.070,0.0150
5.075,0.0156
5.080,0.0159
5.085,0.0171
5.090,0.0186
5.095,0.0183
5.100,0.0198
5.105,0.0198
5.110,0.0220
5.115,0.0223
5.120,0.0232
5.125,0.0238
5.130,0.0256
5.135,0.0256
5.140,0.0259
5.145,0.0262
5.150,0.0283
5.155,0.0280
5.160,0.0283
5.165,0.0286
5.170,0.0307
5.175,0.0298
5.180,0.0304
5.185,0.0310
5.190,0.0322
5.195,0.0319
5.200,0.0328
5.205,0.0328
5.210,0.0346
5.215,0.0334
5.220,0.0337
5.225,0.0337
5.230,0.0346
5.235,0.0337
5.240,0.0337
5.245,0.0334
5.250,0.0343
5.255,0.0331
5.260,0.0328
5.265,0.0316
5.270,0.0325
5.275,0.0310
5.280,0.0304
5.285,0.0295
5.290,0.0307
5.295,0.0292
5.300,0.0289
5.305,0.0280
5.310,0.0295
5.315,0.0271
5.320,0.0265
5.325,0.0256
5.330,0.0265
5.335,0.0250
5.340,0.0241
5.345,0.0235
5.350,0.0247
5.355,0.0226
5.360,0.0223
5.365,0.0213
5.370,0.0216
5.375,0.0192
5.380,0.0192
5.385,0.0180
5.390,0.0189
5.395,0.0171
5.400,0.0162
5.405,0.0156
5.410,0.0162
5.415,0.0141
5.420,0.0132
5.425,0.0129
5.430,0.0138
5.435,0.0114
5.440,0.0108
5.445,0.0108
5.450,0.0117
5.455,0.0093
5.460,0.0090
5.465,0.0087
5.470,0.0099
5.475,0.0078
5.480,0.0075
5.485,0.0078
5.490,0.0087
5.495,0.0066
5.500,0.0060
5.505,0.0060
5.510,0.0072
5.515,0.0057
5.520,0.0054
5.525,0.0048
5.530,0.0060
5.535,0.0048
5.540,0.0042
5.545,0.0042
5.550,0.0051
5.555,0.0045
5.560,0.0039
5.565,0.0039
5.570,0.0045
5.575,0.0033
5.580,0.0030
5.585,0.0030
5.590,0.0045
5.595,0.0030
5.600,0.0024
5.605,0.0027
5.610,0.0039
5.615,0.0024
5.620,0.0021
5.625,0.0018
5.630,0.0039
5.635,0.0024
5.640,0.0021
5.645,0.0018
5.650,0.0036
5.655,0.0021
5.660,0.0018
5.665,0.0018
5.670,0.0033
5.675,0.0018
5.680,0.0018
5.685,0.0018
5.690,0.0030
5.695,0.0014
5.700,0.0018
5.705,0.0014
5.710,0.0030
5.715,0.0021
5.720,0.0021
5.725,0.0014
5.730,0.0030
5.735,0.0018
5.740,0.0021
5.745,0.0021
5.750,0.0036
5.755,0.0021
5.760,0.0021
5.765,0.0021
5.770,0.0033
5.775,0.0021
5.780,0.0021
5.785,0.0021
5.790,0.0036
5.795,0.0027
5.800,0.0024
5.805,0.0021
5.810,0.0039
5.815,0.0027
5.820,0.0024
5.825,0.0024
5.830,0.0042
5.835,0.0030
5.840,0.0030
5.845,0.0030
5.850,0.0042
5.855,0.0027
5.860,0.0030
5.865,0.0030
5.870,0.0045
5.875,0.0033
5.880,0.0033
5.885,0.0033
5.890,0.0042
5.895,0.0033
5.900,0.0036
5.905,0.0030
5.910,0.0048
5.915,0.0036
5.920,0.0033
5.925,0.0033
5.930,0.0045
5.935,0.0033
5.940,0.0036
5.945,0.0033
5.950,0.0048
5.955,0.0039
5.960,0.0036
5.965,0.0033
5.970,0.0054
5.975,0.0042
5.980,0.0039
5.985,0.0039
5.990,0.0048
5.995,0.0039
6.000,0.0042
6.005,0.0039
6.010,0.0054
6.015,0.0042
6.020,0.0039
6.025,0.0036
6.030,0.0054
6.035,0.0042
6.040,0.0042
6.045,0.0045
6.050,0.0057
6.055,0.0045
6.060,0.0039
6.065,0.0045
6.070,0.0054
6.075,0.0042
6.080,0.0045
6.085,0.0045
6.090,0.0057
6.095,0.0042
6.100,0.0039
6.105,0.0042
6.110,0.0057
6.115,0.0039
6.120,0.0042
6.125,0.0042
6.130,0.0057
6.135,0.0042
6.140,0.0039
6.145,0.0039
6.150,0.0054
6.155,0.0039
6.160,0.0039
6.165,0.0039
6.170,0.0048
6.175,0.0033
6.180,0.0039
6.185,0.0039
6.190,0.0045
6.195,0.0033
6.200,0.0033
6.205,0.0033
6.210,0.0048
6.215,0.0033
6.220,0.0033
6.225,0.0033
6.230,0.0045
6.235,0.0033
6.240,0.0030
6.245,0.0030
6.250,0.0042
6.255,0.0030
6.260,0.0030
6.265,0.0030
6.270,0.0036
6.275,0.0030
6.280,0.0030
6.285,0.0027
6.290,0.0039
6.295,0.0027
6.300,0.0027
6.305,0.0024
6.310,0.0036
6.315,0.0024
6.320,0.0024
6.325,0.0024
6.330,0.0039
6.335,0.0021
6.340,0.0021
6.345,0.0021
6.350,0.0039
6.355,0.0024
6.360,0.0024
6.365,0.0027
6.370,0.0039
6.375,0.0024
6.380,0.0024
6.385,0.0027
6.390,0.0042
6.395,0.0030
6.400,0.0030
6.405,0.0033
6.410,0.0048
6.415,0.0033
6.420,0.0039
6.425,0.0039
6.430,0.0054
6.435,0.0045
6.440,0.0045
6.445,0.0045
6.450,0.0060
6.455,0.0051
6.460,0.0054
6.465,0.0054
6.470,0.0069
6.475,0.0063
6.480,0.0060
6.485,0.0060
6.490,0.0081
6.495,0.0066
6.500,0.0075
6.505,0.0072
6.510,0.0090
6.515,0.0081
6.520,0.0084
6.525,0.0090
6.530,0.0102
6.535,0.0090
6.540,0.0093
6.545,0.0093
6.550,0.0108
6.555,0.0096
6.560,0.0096
6.565,0.0093
6.570,0.0114
6.575,0.0099
6.580,0.0099
6.585,0.0099
6.590,0.0111
6.595,0.0102
6.600,0.0099
6.605,0.0099
6.610,0.0114
6.615,0.0102
6.620,0.0102
6.625,0.0102
6.630,0.0120
6.635,0.0108
6.640,0.0111
6.645,0.0102
6.650,0.0120
6.655,0.0105
6.660,0.0099
6.665,0.0102
6.670,0.0111
6.675,0.0093
6.680,0.0090
6.685,0.0090
6.690,0.0096
6.695,0.0087
6.700,0.0081
6.705,0.0078
6.710,0.0084
6.715,0.0069
6.720,0.0066
6.725,0.0069
6.730,0.0078
6.735,0.0063
6.740,0.0060
6.745,0.0054
6.750,0.0066
6.755,0.0054
6.760,0.0048
6.765,0.0045
6.770,0.0060
6.775,0.0045
6.780,0.0042
6.785,0.0042
6.790,0.0057
6.795,0.0039
6.800,0.0033
6.805,0.0033
6.810,0.0048
6.815,0.0033
6.820,0.0033
6.825,0.0033
6.830,0.0048
6.835,0.0033
6.840,0.0033
6.845,0.0036
6.850,0.0048
6.855,0.0033
6.860,0.0033
6.865,0.0036
6.870,0.0048
6.875,0.0033
6.880,0.0033
6.885,0.0033
6.890,0.0045
6.895,0.0033
6.900,0.0030
6.905,0.0033
6.910,0.0048
6.915,0.0033
6.920,0.0033
6.925,0.0033
6.930,0.0048
6.935,0.0033
6.940,0.0033
6.945,0.0033
6.950,0.0045
6.955,0.0033
6.960,0.0027
6.965,0.0030
6.970,0.0048
6.975,0.0033
6.980,0.0030
6.985,0.0030
6.990,0.0045
6.995,0.0030
7.000,0.0024
7.005,0.0030
7.010,0.0042
7.015,0.0027
7.020,0.0024
7.025,0.0027
7.030,0.0039
7.035,0.0024
7.040,0.0024
7.045,0.0030
7.050,0.0042
7.055,0.0024
7.060,0.0024
7.065,0.0027
7.070,0.0039
7.075,0.0021
7.080,0.0024
7.085,0.0024
7.090,0.0039
7.095,0.0021
7.100,0.0021
7.105,0.0021
7.110,0.0036
7.115,0.0021
7.120,0.0018
7.125,0.0021
7.130,0.0033
7.135,0.0018
7.140,0.0018
7.145,0.0021
7.150,0.0033
7.155,0.0018
7.160,0.0018
7.165,0.0021
7.170,0.0030
7.175,0.0018
7.180,0.0018
7.185,0.0021
7.190,0.0039
7.195,0.0018
7.200,0.0018
7.205,0.0021
7.210,0.0033
7.215,0.0021
7.220,0.0018
7.225,0.0024
7.230,0.0033
7.235,0.0021
7.240,0.0021
7.245,0.0021
7.250,0.0039
7.255,0.0021
7.260,0.0018
7.265,0.0021
7.270,0.0039
7.275,0.0021
7.280,0.0018
7.285,0.0021
7.290,0.0036
7.295,0.0018
7.300,0.0014
7.305,0.0018
7.310,0.0033
7.315,0.0014
7.320,0.0014
7.325,0.0018
7.330,0.0033
7.335,0.0018
7.340,0.0014
7.345,0.0014
7.350,0.0030
7.355,0.0014
7.360,0.0009
7.365,0.0011
7.370,0.0024
7.375,0.0011
7.380,0.0014
7.385,0.0014
7.390,0.0027
7.395,0.0018
7.400,0.0014
7.405,0.0018
7.410,0.0027
7.415,0.0014
7.420,0.0011
7.425,0.0014
7.430,0.0033
7.435,0.0014
7.440,0.0009
7.445,0.0014
7.450,0.0027
7.455,0.0014
7.460,0.0014
7.465,0.0014
7.470,0.0024
7.475,0.0018
7.480,0.0014
7.485,0.0018
7.490,0.0024
7.495,0.0021
7.500,0.0018
7.505,0.0021
7.510,0.0030
7.515,0.0021
7.520,0.0024
7.525,0.0021
7.530,0.0033
7.535,0.0024
7.540,0.0024
7.545,0.0024
7.550,0.0039
7.555,0.0024
7.560,0.0024
7.565,0.0024
7.570,0.0039
7.575,0.0030
7.580,0.0030
7.585,0.0024
7.590,0.0033
7.595,0.0033
7.600,0.0033
7.605,0.0030
7.610,0.0045
7.615,0.0033
7.620,0.0036
7.625,0.0033
7.630,0.0039
7.635,0.0036
7.640,0.0036
7.645,0.0033
7.650,0.0036
7.655,0.0036
7.660,0.0036
7.665,0.0033
7.670,0.0042
7.675,0.0033
7.680,0.0033
7.685,0.0030
7.690,0.0030
7.695,0.0030
7.700,0.0027
7.705,0.0021
7.710,0.0024
7.715,0.0021
7.720,0.0024
7.725,0.0021
7.730,0.0027
7.735,0.0024
7.740,0.0027
7.745,0.0024
7.750,0.0024
